Gene	ESC_CTCF	ESC_esrrb	ESC_mafk	ESC_myc	ESC_nanog	ESC_pou5f1	ESC_sox2	ESC_Sp1	ESC_Sp3
Eral1	0	0	0	0	0	1	0	0	1
Erap1	1	0	0	1	0	1	0	1	1
Eras	0	0	0	0	1	0	1	1	1
Erbb2	0	0	0	0	0	0	0	0	1
Erbb3	1	0	1	0	0	0	0	1	1
Erbin	0	0	1	0	0	0	0	0	1
Erc1	0	0	0	0	0	1	0	0	0
Erc2	1	0	1	0	0	1	0	0	1
Ercc1	0	0	0	0	0	1	0	1	1
Ercc2	0	0	1	0	0	1	0	1	1
Ercc3	0	0	0	1	0	1	0	1	1
Ercc4	1	0	1	0	0	0	0	0	1
Ercc5	1	0	1	0	0	1	0	1	1
Ercc6	0	1	0	1	0	1	0	1	1
Ercc6l	0	0	1	0	0	1	0	1	1
Ercc6l2	0	0	0	0	0	0	0	0	0
Ercc8	0	0	0	0	0	0	0	0	0
Erdr1	0	0	0	0	0	0	0	0	0
Erf	0	1	0	0	0	1	0	1	1
Erfe	1	0	0	1	0	0	0	0	1
Erg	0	0	0	0	0	0	0	0	1
Ergic1	0	0	0	1	0	0	0	1	1
Ergic2	0	0	0	1	0	0	0	0	0
Ergic3	0	0	0	1	0	0	0	1	1
Erh	1	0	1	1	0	1	0	1	1
Eri1	1	0	0	1	0	1	0	1	1
Eri2	0	0	0	1	0	1	0	0	0
Eri3	0	1	0	1	0	1	0	1	1
Erich1	0	0	0	0	0	0	0	1	1
Erich2	1	1	0	0	0	0	0	1	1
Erlec1	0	0	0	0	0	0	0	0	0
Erlin1	0	0	0	1	0	1	0	1	1
Erlin2	1	0	1	1	0	1	0	1	1
Ermap	0	0	0	0	0	0	0	0	0
Ermard	0	0	0	1	0	0	0	0	0
Ermp1	1	0	0	0	0	1	0	1	1
Ern1	0	1	0	0	0	0	0	1	1
Ero1l	0	1	0	1	0	1	0	1	1
Ero1lb	1	0	0	0	0	1	0	1	1
Erp27	1	0	0	0	0	0	0	0	0
Erp29	0	0	0	1	0	0	0	1	1
Erp44	0	0	0	1	0	0	0	0	1
Errfi1	0	0	0	0	0	1	0	0	0
Esam	1	0	0	0	0	0	0	0	1
Esco1	1	1	1	1	0	1	0	1	1
Esco2	0	0	0	0	0	0	0	1	1
Esd	0	0	0	0	0	1	0	1	1
Esf1	0	0	0	1	0	0	0	0	0
Espl1	0	0	1	1	0	1	0	1	1
Espn	1	1	0	0	0	0	0	1	1
Esrp1	0	0	0	1	0	0	0	1	1
Esrp2	0	0	0	0	0	0	0	0	0
Esrra	0	1	0	1	0	1	0	1	1
Esrrb	0	0	0	0	0	0	0	0	1
Esyt1	1	0	0	0	0	1	0	1	1
Esyt2	0	0	0	0	0	0	0	0	0
Esyt3	0	0	0	0	0	0	0	1	1
Etaa1	0	0	0	1	0	1	0	1	1
Etaa1os	0	0	0	0	0	0	0	0	0
Etf1	1	0	0	1	0	0	0	0	1
Etfa	0	0	0	1	0	1	0	1	1
Etfb	0	1	0	1	0	1	0	1	1
Etfbkmt	0	0	1	1	0	0	0	1	1
Etfdh	0	0	0	0	0	0	0	0	0
Etfrf1	0	0	0	0	0	0	0	0	0
Ethe1	0	0	0	0	0	0	0	1	1
Etl4	1	1	0	0	0	1	0	1	1
Etnk1	0	1	0	0	0	0	0	0	0
Etnk2	0	0	1	0	0	1	0	1	1
Etohd2	0	0	0	0	0	0	0	0	0
Ets1	0	0	0	0	0	0	0	1	1
Ets2	1	0	0	0	0	0	0	1	1
Etv1	1	1	1	0	1	1	1	1	1
Etv2	1	0	0	1	0	0	0	1	1
Etv3	0	0	0	0	0	1	0	0	1
Etv4	0	1	1	1	1	1	0	1	1
Etv5	0	0	1	0	0	1	0	1	1
Etv6	0	0	0	0	0	0	0	0	1
EU599041	0	0	0	1	0	0	0	0	1
Eva1a	0	0	0	0	0	1	0	0	1
Eva1b	0	0	1	0	0	1	0	1	1
Evc	0	1	0	0	0	1	0	0	1
Evc2	0	0	0	1	0	0	0	0	1
Evi2a	0	0	0	0	0	0	0	0	0
Evi2b	0	0	0	0	0	0	0	0	0
Evi5	0	0	0	0	0	0	0	0	0
Evi5l	0	0	0	0	1	1	0	1	1
Evl	0	0	0	0	0	0	0	1	1
Evpl	0	0	0	0	0	0	0	0	1
Evx1	0	1	0	0	0	0	0	0	0
Evx1os	0	0	0	0	1	1	0	1	0
Ewsr1	0	0	0	1	0	0	0	0	0
Exd1	1	0	1	0	0	1	0	1	1
Exd2	0	0	1	1	0	1	0	1	1
Exo1	0	0	0	1	0	0	0	1	1
Exo5	0	0	0	0	0	1	0	1	1
Exoc1	0	0	0	0	0	1	0	1	1
Exoc2	0	0	1	1	0	1	0	0	1
Exoc3	0	1	0	1	0	0	0	1	1
Exoc3l	0	0	0	0	0	0	0	0	0
Exoc3l4	0	0	0	0	0	0	0	0	0
Exoc4	0	0	1	1	0	0	0	0	1
Exoc5	0	0	0	0	0	0	0	0	0
Exoc6	1	1	0	0	0	1	0	1	0
Exoc6b	0	1	1	0	0	0	0	1	1
Exoc7	0	0	0	0	0	1	0	1	1
Exoc8	1	0	0	0	0	0	0	0	0
Exog	1	0	0	1	0	1	0	0	1
Exosc1	0	0	0	1	0	1	0	1	1
Exosc10	0	0	1	1	0	1	0	0	1
Exosc2	0	0	0	1	0	1	0	0	1
Exosc3	0	0	0	0	0	0	0	0	0
Exosc4	1	0	1	1	0	1	0	0	1
Exosc5	1	0	0	1	0	0	0	1	1
Exosc6	1	0	0	0	0	1	0	0	0
Exosc7	0	0	0	0	0	0	0	0	0
Exosc8	1	0	0	0	0	1	0	0	0
Exosc9	0	0	0	0	0	0	0	1	1
Ext1	0	0	0	0	0	0	0	1	1
Ext2	1	0	1	0	0	0	0	0	1
Extl1	0	0	0	0	0	0	0	1	1
Extl2	0	1	0	1	0	1	0	1	0
Extl3	0	0	0	0	0	1	0	0	1
Eya1	0	0	0	0	0	0	0	0	0
Eya3	0	0	1	0	0	1	0	1	1
Ezh1	1	0	0	0	0	0	0	0	0
Ezh2	0	0	1	1	0	1	0	1	1
Ezr	0	1	0	1	0	0	0	1	1
F10	0	0	0	0	0	0	0	0	0
F11r	0	0	0	0	0	0	0	1	1
F13a1	0	0	0	0	0	0	0	0	0
F2	0	0	0	0	0	0	0	0	0
F2r	0	0	1	0	0	0	0	1	1
F2rl1	0	0	0	0	1	1	1	1	1
F2rl2	0	0	0	0	0	0	0	0	0
F2rl3	0	0	0	0	0	0	0	0	0
F3	1	0	0	1	0	0	0	1	1
F420014N23Rik	0	0	0	0	0	0	0	0	0
F5	0	1	0	0	0	0	0	0	0
F630028O10Rik	0	0	0	0	0	0	0	0	0
F630111L10Rik	0	0	0	0	0	0	0	0	0
F730043M19Rik	1	0	0	0	0	0	0	1	1
F8	0	0	0	0	0	0	0	0	0
F8a	0	0	0	0	0	0	0	1	1
Faah	0	1	0	0	0	1	0	1	1
Faap100	1	0	1	0	0	1	0	1	1
Faap20	1	0	1	0	0	1	0	1	1
Faap24	0	0	0	0	0	0	0	0	1
Fabp3	0	1	1	1	0	1	0	0	1
Fabp5	0	0	0	0	0	0	0	0	0
Fabp7	0	0	0	0	0	0	0	0	0
Fadd	1	0	1	1	0	1	0	1	1
Fads1	1	0	1	0	0	1	0	1	1
Fads2	1	0	1	0	0	1	0	1	1
Fads3	0	0	0	0	0	0	0	0	1
Fads6	1	0	0	1	0	0	0	1	1
Faf1	0	1	1	1	0	1	0	1	1
Faf2	1	0	1	1	0	1	0	1	1
Fah	0	0	0	0	0	1	0	0	0
Fahd1	1	1	1	1	0	1	0	1	1
Fahd2a	0	0	0	0	0	1	0	1	1
Faim	0	0	0	1	0	1	0	1	1
Fam102a	0	0	0	0	0	0	0	1	1
Fam102b	1	0	0	0	0	0	0	0	1
Fam103a1	1	0	0	1	0	1	0	1	1
Fam104a	0	1	0	0	0	0	0	1	1
Fam105a	0	0	1	0	0	0	0	1	1
Fam107a	0	0	0	0	0	0	0	0	0
Fam107b	0	0	1	0	0	1	0	1	1
Fam109a	1	0	0	0	0	1	0	1	1
Fam109b	0	0	0	0	0	0	0	0	0
Fam110a	0	0	0	0	0	0	0	0	0
Fam110b	0	0	0	0	0	0	0	1	1
Fam110c	0	0	0	0	0	0	0	0	0
Fam111a	0	0	0	0	0	1	0	1	1
Fam114a1	0	0	0	0	0	0	0	1	1
Fam114a2	0	1	0	1	0	0	0	1	1
Fam117a	0	0	1	0	0	1	0	1	1
Fam117b	0	0	0	1	0	1	0	1	1
Fam118a	0	0	0	0	0	0	0	0	0
Fam118b	0	1	0	1	0	0	0	1	0
Fam120a	0	0	0	0	0	0	0	0	0
Fam120aos	1	1	0	1	0	0	0	1	1
Fam120b	0	0	0	0	0	1	0	1	1
Fam120c	0	0	1	1	1	0	0	1	1
Fam122a	1	0	0	0	0	1	0	0	1
Fam122b	0	1	0	0	0	0	0	1	1
Fam124a	0	0	0	0	0	0	0	1	1
Fam126a	1	0	0	0	0	1	0	1	1
Fam126b	0	0	0	0	0	1	0	1	0
Fam129a	0	1	0	0	0	0	0	0	1
Fam129b	0	0	0	0	0	0	0	1	1
Fam129c	1	0	0	0	0	0	0	0	0
Fam131a	0	0	1	0	0	0	0	0	0
Fam131b	0	0	0	0	0	0	0	0	1
Fam131c	0	0	0	0	0	0	0	0	0
Fam132a	0	0	0	0	0	0	0	1	0
Fam133b	1	0	0	1	0	0	0	1	1
Fam134a	1	0	0	0	0	1	0	1	0
Fam134b	0	1	0	0	0	0	0	1	1
Fam134c	0	0	0	0	0	1	0	1	0
Fam135a	0	0	0	0	0	1	0	1	1
Fam136a	1	0	0	0	0	1	0	1	0
Fam13a	0	1	0	0	0	0	0	0	1
Fam13b	0	0	1	0	0	1	0	1	1
Fam13c	0	1	0	0	0	0	0	0	1
Fam149a	0	1	0	0	0	0	0	0	0
Fam149b	1	0	0	0	0	0	0	0	0
Fam151b	1	0	0	0	0	1	0	1	1
Fam159a	1	1	0	0	0	0	0	0	0
Fam160a1	0	0	0	0	0	0	0	0	0
Fam160a2	0	0	0	0	0	0	0	1	1
Fam160b1	1	0	0	0	0	0	0	1	1
Fam160b2	1	0	0	0	0	0	0	1	1
Fam161a	1	0	0	0	0	0	0	0	0
Fam161b	0	0	0	0	0	0	0	0	1
Fam162a	0	0	0	0	1	1	0	0	0
Fam163a	0	0	0	0	0	0	0	0	1
Fam166a	0	0	0	0	0	0	0	0	0
Fam167a	0	0	1	0	0	0	0	0	1
Fam167b	0	0	0	0	0	0	0	0	0
Fam168a	0	0	1	0	0	1	0	1	1
Fam168b	0	0	0	0	0	0	0	0	1
Fam169a	0	1	0	0	0	1	1	0	1
Fam169b	0	0	0	0	1	1	1	0	0
Fam171a1	1	0	0	0	0	0	0	0	1
Fam171a2	1	0	0	0	0	0	0	1	1
Fam171b	1	0	0	0	0	0	0	1	1
Fam172a	0	0	0	0	0	1	0	1	1
Fam173a	0	0	0	0	0	0	0	1	1
Fam173b	0	0	1	1	0	0	0	0	0
Fam174a	0	0	0	0	0	1	0	1	1
Fam174b	0	0	0	1	0	0	0	0	1
Fam175a	1	1	0	1	0	0	0	1	1
Fam175b	0	0	0	0	0	1	0	0	1
Fam177a	0	0	0	0	0	0	0	1	0
Fam178a	0	0	0	1	0	1	0	1	1
Fam178b	1	0	0	0	1	0	0	0	0
Fam179b	0	0	0	0	0	0	0	0	0
Fam181b	1	0	0	0	0	0	0	1	1
Fam183b	0	1	0	0	0	0	0	0	0
Fam184a	0	0	0	0	0	0	0	0	0
Fam184b	0	0	0	0	0	0	0	1	1
Fam185a	0	0	0	1	0	1	0	1	1
Fam187b	1	0	1	1	0	0	0	0	1
Fam188a	0	0	0	0	0	0	0	1	1
Fam188b	1	0	0	1	0	0	0	1	1
Fam189a2	0	1	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	1	1
Fam192a	0	0	0	1	0	0	0	0	0
Fam193a	0	1	0	0	0	0	0	1	1
Fam193b	0	0	1	0	0	1	0	0	1
Fam195a	0	1	0	1	0	0	0	1	1
Fam195b	0	0	0	1	0	1	0	1	1
Fam196a	1	0	0	0	0	0	0	1	1
Fam198b	0	1	0	0	0	0	0	0	1
Fam199x	0	1	0	0	0	0	0	0	1
Fam19a4	1	1	0	0	0	0	0	0	1
Fam19a5	1	0	0	0	0	0	0	0	1
Fam204a	0	0	1	1	0	0	0	0	1
Fam206a	0	0	0	1	0	0	0	1	0
Fam207a	0	0	0	0	0	0	0	0	1
Fam208a	0	0	0	1	0	0	0	1	1
Fam208b	0	0	0	1	0	1	0	0	1
Fam209	0	0	0	0	0	0	0	0	0
Fam20b	1	0	0	0	0	1	0	1	1
Fam20c	0	0	0	1	0	0	0	1	1
Fam210a	0	1	0	1	1	1	0	1	1
Fam210b	0	1	0	0	0	1	0	1	1
Fam212a	1	0	0	1	0	1	0	1	1
Fam212b	0	0	0	0	0	0	0	0	1
Fam213a	0	0	0	0	0	0	0	1	1
Fam213b	0	0	0	0	0	1	0	1	1
Fam214a	0	0	1	0	0	0	0	1	1
Fam214b	0	0	0	0	0	1	0	1	1
Fam216a	0	1	0	0	0	0	0	0	0
Fam217b	0	0	0	0	0	0	0	0	0
Fam219a	0	0	1	0	0	1	0	1	1
Fam219aos	0	0	0	0	0	0	0	0	0
Fam219b	0	0	0	1	0	1	0	0	1
Fam220a	1	0	0	0	0	0	0	1	1
Fam221a	0	0	0	0	0	1	0	1	1
Fam222a	1	0	0	0	0	0	0	1	1
Fam222b	1	0	0	0	0	1	0	0	1
Fam229b	0	0	1	0	0	1	0	0	0
Fam234a	1	0	1	0	0	1	0	1	1
Fam234b	0	0	0	0	0	0	0	0	0
Fam24a	0	0	0	0	0	0	0	0	0
Fam25c	0	0	0	0	0	0	0	0	0
Fam26f	0	0	0	0	0	0	0	0	0
Fam32a	0	0	1	0	0	0	0	1	1
Fam35a	0	0	0	0	0	0	0	0	0
Fam3a	0	0	0	0	0	0	0	0	1
Fam3c	1	0	1	1	0	0	0	0	1
Fam43a	0	0	0	0	0	0	0	1	1
Fam45a	1	1	0	0	0	1	0	1	1
Fam46a	1	0	0	0	0	0	0	1	1
Fam46b	1	0	1	0	0	1	0	1	1
Fam46c	0	0	0	0	0	1	0	1	1
Fam49a	0	0	0	0	0	0	0	1	1
Fam49b	0	0	0	0	0	1	0	0	1
Fam50a	0	0	0	0	0	0	0	1	1
Fam53a	0	0	0	1	0	1	0	1	1
Fam53b	0	1	0	0	0	0	0	0	1
Fam53c	0	0	1	1	0	1	0	1	1
Fam57a	0	0	0	0	0	1	0	1	1
Fam57b	1	1	0	0	0	0	0	0	0
Fam58b	0	1	0	1	0	1	0	1	1
Fam60a	0	0	1	0	1	1	1	1	1
Fam63a	1	0	0	0	0	0	0	0	1
Fam63b	0	0	0	0	0	1	0	1	1
Fam64a	0	1	0	0	0	0	0	1	1
Fam65a	1	1	0	0	0	0	0	1	1
Fam65b	0	0	0	0	0	0	0	0	0
Fam65c	0	0	0	0	0	0	0	0	0
Fam69a	1	0	0	1	0	1	1	1	1
Fam69b	0	1	1	0	0	0	0	1	1
Fam71a	0	0	0	0	0	0	0	0	0
Fam71e1	0	0	0	0	0	0	0	0	1
Fam71f1	0	0	0	0	0	0	0	0	0
Fam72a	0	0	0	0	0	0	0	1	0
Fam76a	0	0	1	0	0	1	0	1	1
Fam76b	0	0	0	1	0	1	0	1	0
Fam78a	0	0	0	0	0	0	0	0	1
Fam78b	1	0	0	0	0	0	0	1	1
Fam81a	0	1	0	0	0	0	0	0	1
Fam83b	0	0	0	0	0	0	0	0	0
Fam83d	1	1	1	0	0	1	0	1	1
Fam83e	1	0	0	0	0	1	0	0	0
Fam83g	0	0	0	1	0	0	0	1	1
Fam83h	1	0	0	0	0	1	0	1	1
Fam84b	0	0	1	0	0	1	0	1	0
Fam89a	0	0	0	1	0	1	0	1	1
Fam89b	0	0	0	0	0	0	0	0	0
Fam8a1	0	0	1	0	0	0	0	1	1
Fam91a1	0	0	0	0	0	0	0	1	1
Fam92a	0	0	0	0	0	0	0	0	1
Fam96a	0	1	1	0	1	1	1	0	0
Fam96b	0	1	0	0	0	0	0	1	1
Fam98a	1	0	0	1	0	1	0	1	1
Fam98b	1	0	1	1	0	1	0	0	1
Fam98c	1	0	0	1	0	0	0	1	1
Fan1	0	0	1	0	0	0	0	0	1
Fanca	1	0	0	0	0	1	0	1	1
Fancb	0	0	0	0	0	0	0	1	1
Fancc	0	0	1	1	0	1	1	1	1
Fancd2	0	0	0	0	0	0	0	0	0
Fancd2os	0	1	0	0	0	1	0	0	0
Fance	0	0	0	0	0	0	0	1	1
Fancf	0	0	0	1	0	0	0	0	0
Fancg	0	0	0	0	0	1	0	0	1
Fanci	1	0	1	0	0	0	0	0	1
Fancl	1	0	0	1	0	1	0	1	1
Fancm	0	0	1	0	0	1	0	0	0
Far1	1	1	0	0	0	0	0	1	1
Far1os	0	0	0	0	0	0	0	0	0
Far2	0	0	0	0	0	0	0	0	0
Farp1	1	0	0	0	0	0	0	1	1
Farp2	0	0	0	0	0	0	0	1	1
Fars2	0	0	0	1	0	1	0	0	0
Farsa	0	0	1	1	0	0	0	0	1
Farsb	0	0	0	1	0	1	0	1	1
Fas	0	0	0	0	0	0	0	0	1
Fasn	1	1	1	1	0	1	0	1	1
Fastk	0	1	0	0	0	1	0	1	1
Fastkd1	0	1	1	0	0	0	0	1	1
Fastkd2	0	0	0	1	0	1	0	0	1
Fastkd3	0	0	0	0	0	0	0	0	0
Fastkd5	0	0	0	1	0	0	0	0	0
Fat1	0	0	0	0	0	0	0	0	0
Fat2	0	0	0	0	0	0	0	0	0
Fat3	0	0	0	0	0	0	0	0	0
Fat4	0	0	0	0	0	0	0	0	1
Fau	0	0	0	0	0	0	0	0	0
Faxc	0	0	1	0	0	0	0	0	1
Fbf1	0	0	0	0	0	1	0	1	1
Fbl	1	0	1	1	0	0	0	1	1
Fblim1	0	1	0	0	1	1	1	1	1
Fbln1	0	1	0	0	0	0	0	1	1
Fbln2	0	0	0	0	0	0	0	1	1
Fbln7	0	0	0	0	0	0	0	0	1
Fbn1	0	0	0	0	0	0	0	0	1
Fbn2	0	0	0	0	0	0	0	0	1
Fbp1	0	0	0	0	0	1	0	0	0
Fbp2	0	0	0	0	0	0	0	0	0
Fbrs	0	0	0	0	0	0	0	0	0
Fbrsl1	1	0	1	0	1	1	0	1	1
Fbxl12	0	0	0	0	0	1	0	0	0
Fbxl14	0	0	0	0	0	0	0	0	0
Fbxl15	0	1	1	0	0	1	0	1	1
Fbxl16	0	0	0	0	0	1	0	1	1
Fbxl17	0	0	0	0	0	0	0	0	1
Fbxl18	0	1	1	0	0	1	0	1	1
Fbxl19	0	0	0	0	0	0	0	0	0
Fbxl2	0	0	0	0	0	0	0	1	1
Fbxl20	0	0	0	1	0	0	0	1	1
Fbxl22	1	1	1	0	0	0	0	0	0
Fbxl3	0	0	0	1	0	1	0	1	1
Fbxl4	0	0	0	0	0	1	0	1	1
Fbxl5	0	0	0	1	0	1	0	0	1
Fbxl6	1	0	0	1	0	0	0	0	1
Fbxl7	0	0	0	0	0	0	0	1	1
Fbxl8	0	0	0	0	0	0	0	0	1
Fbxo10	0	0	0	0	0	1	1	1	1
Fbxo11	1	0	0	0	0	1	0	1	1
Fbxo15	0	0	1	0	0	0	1	0	1
Fbxo16	1	0	0	0	0	0	0	1	1
Fbxo17	0	0	0	0	0	0	0	0	0
Fbxo18	0	1	1	0	0	0	0	0	0
Fbxo2	0	0	1	0	0	0	0	0	0
Fbxo21	0	1	1	1	0	1	0	1	1
Fbxo22	1	0	0	1	0	0	0	0	1
Fbxo24	0	0	0	0	0	0	0	0	0
Fbxo25	0	0	0	1	0	0	0	1	1
Fbxo27	0	1	1	1	1	1	1	1	1
Fbxo28	0	0	0	0	0	0	0	1	0
Fbxo3	0	0	0	0	0	0	0	1	1
Fbxo30	1	1	1	1	0	1	0	1	1
Fbxo31	0	1	1	0	0	1	0	1	1
Fbxo32	1	0	0	0	0	0	0	0	1
Fbxo33	1	0	1	1	0	1	0	1	1
Fbxo34	1	1	1	0	0	1	0	1	1
Fbxo36	0	1	0	0	0	0	0	1	1
Fbxo38	0	0	1	0	0	1	0	1	1
Fbxo4	0	0	0	0	0	0	0	0	1
Fbxo41	1	1	0	0	0	1	0	1	1
Fbxo42	1	0	1	0	0	0	0	0	1
Fbxo44	0	1	0	0	0	1	0	1	1
Fbxo45	0	0	0	0	0	1	0	1	1
Fbxo46	1	0	1	1	0	0	0	1	1
Fbxo47	1	0	1	1	0	1	0	1	1
Fbxo48	0	0	0	1	0	0	0	0	0
Fbxo5	0	1	1	1	0	1	0	1	1
Fbxo6	1	0	0	0	0	0	0	0	1
Fbxo7	1	1	0	1	0	0	0	0	1
Fbxo8	0	0	1	0	0	1	0	0	1
Fbxo9	0	0	0	0	0	0	0	1	0
Fbxw11	0	0	0	0	0	0	0	1	1
Fbxw17	0	0	0	1	0	0	0	0	1
Fbxw2	1	0	1	1	0	1	0	0	1
Fbxw4	0	0	0	0	0	0	0	0	1
Fbxw5	0	0	0	0	0	1	0	0	1
Fbxw7	0	0	0	1	0	1	0	1	1
Fbxw8	0	0	1	0	0	1	0	1	1
Fbxw9	0	0	0	0	0	0	0	1	1
Fcer1g	0	0	0	0	0	0	0	0	0
Fcer2a	0	0	0	0	0	0	0	0	0
Fcf1	0	0	0	0	0	0	0	0	0
Fcgr2b	0	0	0	0	0	0	0	0	0
Fcgr3	0	0	0	0	0	0	0	0	0
Fcgrt	0	0	0	0	0	0	0	0	0
Fcho1	0	1	0	0	0	1	0	1	1
Fcho2	1	0	0	1	0	1	0	1	1
Fchsd1	0	0	0	0	0	1	0	1	1
Fchsd2	1	1	1	1	0	1	0	1	1
Fcrls	0	0	0	0	0	0	0	0	0
Fdft1	0	0	0	0	0	0	0	0	0
Fdps	0	0	1	0	0	1	0	1	1
Fdx1	0	1	0	0	0	0	0	0	1
Fdx1l	0	1	1	1	0	1	0	0	1
Fdxacb1	1	0	0	1	0	1	0	1	1
Fdxr	0	0	1	0	0	1	0	1	1
Fech	0	0	1	0	0	1	0	1	1
Fem1a	1	0	1	1	0	0	0	1	1
Fem1b	1	1	1	1	0	1	0	1	1
Fem1c	0	0	0	1	0	0	0	1	1
Fen1	0	0	0	0	0	0	0	0	0
Fendrr	0	0	0	0	0	0	0	0	0
Fer	1	0	0	0	0	0	0	1	1
Fermt1	0	0	0	0	0	0	0	0	1
Fermt2	0	0	0	0	0	1	0	1	1
Fermt3	0	1	0	0	0	0	0	0	0
Fes	0	0	0	0	0	0	0	0	0
Fetub	0	0	1	0	0	1	0	0	1
Fev	0	0	0	0	0	0	0	0	1
Fez1	0	0	0	0	0	0	0	0	0
Fez2	0	0	0	0	0	0	0	1	1
Fgd1	0	0	0	0	0	0	0	1	1
Fgd2	1	0	0	0	0	0	0	1	1
Fgd3	0	0	0	0	0	0	0	0	0
Fgd4	0	1	1	0	0	1	0	1	1
Fgd5	0	0	0	0	0	1	0	0	0
Fgd6	1	0	0	0	0	1	0	0	0
Fgf1	0	0	0	0	0	0	0	0	0
Fgf10	0	1	0	0	0	0	0	0	1
Fgf11	0	0	1	0	0	0	0	0	0
Fgf13	0	0	0	0	0	0	0	0	0
Fgf15	1	0	0	0	0	0	0	1	1
Fgf17	0	0	0	0	0	1	0	0	0
Fgf18	1	0	1	0	0	0	0	0	1
Fgf2	0	1	0	0	0	0	0	0	0
Fgf3	0	0	0	0	0	0	0	0	1
Fgf4	0	0	0	0	0	0	0	1	1
Fgf5	0	0	0	0	0	0	0	0	1
Fgf8	0	0	0	0	0	0	0	0	0
Fgfbp1	0	0	0	0	1	1	0	0	0
Fgfr1	0	0	0	1	0	0	0	1	1
Fgfr1op	0	0	0	1	0	1	0	1	1
Fgfr1op2	0	0	0	0	0	0	0	0	0
Fgfr2	1	0	0	0	0	0	0	1	1
Fgfr3	0	0	0	0	0	0	0	1	1
Fgfrl1	0	1	0	0	0	1	0	1	1
Fggy	0	0	0	0	0	1	0	1	1
Fgl2	0	0	1	0	1	1	0	0	1
Fgr	0	0	0	0	0	0	0	1	1
Fh1	1	1	0	0	0	0	0	1	1
Fhit	0	0	0	0	0	1	0	0	1
Fhl1	0	0	0	0	0	1	0	1	1
Fhl2	0	0	0	0	0	0	0	0	0
Fhl3	0	0	0	0	0	0	0	1	1
Fhl4	0	0	0	0	0	1	0	1	0
Fhod1	1	0	0	0	0	1	0	1	1
Fhod3	1	0	0	0	0	0	0	1	1
Fibp	0	0	0	0	0	0	0	0	0
Ficd	0	0	1	0	0	1	0	1	1
Fig4	1	0	1	0	0	0	0	1	1
Fign	0	0	0	0	0	1	0	0	1
Fignl1	0	1	1	1	1	1	1	1	1
Fignl2	0	0	0	0	0	0	0	0	1
Filip1	0	0	0	0	0	0	0	0	0
Filip1l	0	0	0	0	0	0	0	0	1
Fip1l1	0	0	0	1	0	0	0	1	1
Firre	1	0	0	0	0	0	0	1	1
Fis1	1	1	1	1	0	1	0	1	1
Fitm2	1	0	1	0	0	1	0	1	0
Fiz1	0	1	0	0	0	1	0	1	1
Fjx1	1	1	0	1	0	1	0	1	1
Fkbp10	0	0	0	0	0	0	0	0	0
Fkbp11	0	1	0	1	0	0	0	1	1
Fkbp14	0	0	0	0	0	0	0	0	0
Fkbp15	0	0	0	0	0	0	0	0	0
Fkbp1a	0	0	1	1	0	1	0	1	1
Fkbp1b	0	0	0	0	0	0	0	1	1
Fkbp2	0	0	0	0	0	0	0	0	0
Fkbp3	0	1	1	1	0	0	0	1	1
Fkbp4	0	0	0	1	0	0	0	1	1
Fkbp5	1	1	0	1	0	0	0	1	1
Fkbp6	0	0	0	0	0	0	0	0	0
Fkbp7	1	0	0	0	0	0	0	1	1
Fkbp8	0	0	0	0	0	0	0	1	1
Fkbp9	0	0	0	0	0	0	0	1	1
Fkbpl	0	0	1	0	0	0	0	0	0
Fkrp	0	1	0	0	0	0	0	0	0
Fktn	0	0	1	0	1	0	0	0	1
Flad1	0	1	1	0	0	1	0	1	1
Flcn	0	0	1	1	0	0	0	1	0
Fli1	0	0	0	0	0	0	0	0	1
Flii	1	0	0	0	0	1	0	1	1
Flna	0	0	0	0	0	0	0	1	1
Flnb	1	0	0	0	0	1	0	1	1
Flnc	0	0	0	0	0	0	0	0	0
Flot1	0	0	1	0	0	1	0	1	0
Flot2	0	0	0	0	0	0	0	1	1
Flrt2	0	0	0	0	0	0	0	0	0
Flrt3	1	1	0	0	0	0	0	1	1
Flt1	0	0	0	0	0	0	0	0	1
Flt3l	1	0	1	0	0	0	0	0	0
Flt4	1	1	0	0	0	0	0	1	1
Flywch1	0	1	1	0	0	1	0	1	1
Flywch2	1	0	0	0	0	0	0	1	1
Fmc1	1	0	0	0	0	0	0	0	0
Fmn1	0	1	1	0	1	1	0	1	1
Fmn2	1	0	0	0	0	1	0	0	1
Fmnl1	0	0	0	0	0	0	0	0	1
Fmnl2	0	1	1	1	0	1	0	1	1
Fmnl3	1	0	1	0	0	1	0	1	1
Fmo1	0	0	0	0	0	0	0	0	0
Fmr1	0	0	0	0	0	0	0	1	1
Fmr1nb	0	0	0	0	0	0	0	0	0
Fn1	0	0	1	0	0	0	0	1	1
Fn3krp	0	0	0	0	0	0	0	1	1
Fnbp1	1	0	0	0	0	1	0	0	1
Fnbp1l	1	1	1	0	0	0	0	1	1
Fnbp4	0	0	1	1	0	1	0	1	1
Fndc1	0	0	0	0	0	0	0	0	0
Fndc10	1	0	0	1	0	0	0	1	1
Fndc3a	0	0	1	0	0	1	0	1	1
Fndc3b	0	0	1	1	0	0	0	1	1
Fndc3c1	0	0	0	0	0	0	0	1	1
Fndc4	0	0	0	0	0	0	0	0	0
