gene	E14_ES_fpkm	Sp1hyp_ES_fpkm
1700017B05Rik	8.53280663333333	5.35077338333333
1700017J07Rik	1.14889923333333	0.7678324
1700019A02Rik	2.4979342	5.071546
1700019D03Rik	18.8898299666667	18.5593354833333
1700019E08Rik	0.2604894	0.741709483333333
1700020A23Rik	0	0
1700020D05Rik	0.576149433333333	0.596515566666667
1700020I14Rik	22.86151055	26.2824990333333
1700020L24Rik	0.0118774666666667	0.00617813333333333
1700021F05Rik	27.0341338166667	31.05514785
1700022H01Rik	0.522940083333333	0.525975983333333
1700022I11Rik	0.0145469	0.0165444333333333
1700025G04Rik	1.09412651666667	0.31145965
1700028B04Rik	1.10804603333333	0.483982966666667
1700028E10Rik	0.0285669833333333	0.0364020833333333
1700028J19Rik	0.14913205	0.305059966666667
1700028K03Rik	0.702381666666667	1.40933711666667
1700029H14Rik	0.0422098166666667	0.151903466666667
1700029I15Rik	0.23809805	0
1700029J07Rik	0.0981031666666667	0.101333633333333
1700029P11Rik	5.09172553333333	3.63370265
1700030C10Rik	5.70583825	4.34721511666667
1700030J22Rik	1.2416661	1.73185263333333
1700030K09Rik	9.69259531666667	8.25068368333333
1700034J05Rik	0.50100275	0.5543412
1700034P13Rik	0.138185533333333	0.164241416666667
1700037C18Rik	0.979139	0.50451215
1700037H04Rik	24.95725935	40.7801876166667
1700042O10Rik	1.06088395	0.728084683333333
1700047A11Rik	0.282551033333333	0.168502533333333
1700047I17Rik2	0.382501266666667	0.424194983333333
1700048M11Rik	0.370841033333333	0.4982113
1700052K11Rik	1.2423396	1.25025076666667
1700056E22Rik	0.0292160666666667	0
1700057H21Rik	2.75676923333333	0.275483333333333
1700061G19Rik	8.537675	8.29075038333333
1700066M21Rik	3.02562195	3.30097091666667
1700067K01Rik	0.506755383333333	0.658620333333333
1700071K01Rik	0	0
1700084E18Rik	0.261329883333333	0.797366133333333
1700086O06Rik	1.1976228	1.48267041666667
1700092M07Rik	1.7859274	2.00299863333333
1700094D03Rik	1.39544815	1.7693703
1700094J05Rik	0.8580932	0.501375333333333
1700095A21Rik	3.17829493333333	1.68674183333333
1700095J12Rik	0.41390395	1.32421726666667
1700096K18Rik	0.677952416666667	0.59577825
1700097N02Rik	5.50469588333333	1.57074563333333
1700099I09Rik	0	0.0281967166666667
1700100L14Rik	0	0
1700101I11Rik	0	0.0548169166666667
1700102P08Rik	0.689298666666667	0.819109466666667
1700105P06Rik	0.474836966666667	0.88593365
1700108J01Rik	0.36410405	0.368964033333333
1700109H08Rik	3.01533681666667	2.57693065
1700109K24Rik	2.77881756666667	2.64584046666667
1700110I01Rik	0.00407741666666667	0.0301374
1700112E06Rik	0	0
1700112J16Rik	0.0893249833333333	0.01265085
1700113A16Rik	0.992242466666667	0.806428783333333
1700120C14Rik	0.710555516666667	1.37414431666667
1700120K04Rik	0.454222033333333	0.1764193
1700123M08Rik	0.219843516666667	0.949863533333333
1700123O20Rik	18.3117681833333	17.0236458
1700124L16Rik	0.1840263	0
1700125H03Rik	0.00745858333333333	0
1810009A15Rik	92.6969572166667	88.4723425333333
1810010H24Rik	0.760634666666667	0.241524883333333
1810011O10Rik	0.537205983333333	1.53684156666667
1810012K16Rik	0.17420965	0.0417890166666667
1810013L24Rik	18.63452155	22.8185953
1810014B01Rik	2.15151291666667	1.96346513333333
1810019D21Rik	1.26153138333333	1.99038206666667
1810022K09Rik	156.901084366667	159.28688415
1810026B05Rik	4.66011435	6.85024101666667
1810030O07Rik	16.32964505	14.8856339833333
1810032O08Rik	24.5396865833333	23.3461038833333
1810034E14Rik	0.677231016666667	1.00051208333333
1810037I17Rik	32.06673015	30.7378232166667
1810041H14Rik	0.66429545	0.9952279
1810043G02Rik	2.36146426666667	4.8524854
1810044D09Rik	0.904747283333333	0.542012
1810055G02Rik	14.5718618666667	14.8497953166667
1810058I24Rik	20.99688465	24.7079938333333
1810062G17Rik	0	0
1810062O18Rik	0.609442516666667	0.0880589333333333
1810063I02Rik	0.435019116666667	0.276793766666667
2010001A14Rik	0.53814065	0.550375533333333
2010009K17Rik	0.21326915	0.35185945
2010010A06Rik	0.5913749	1.30168496666667
2010106C02Rik	0	0.0170760833333333
2010107E04Rik	130.297021966667	134.0581077
2010107G23Rik	2.34024303333333	3.1665138
2010111I01Rik	14.0543103166667	15.0183551
2010204K13Rik	18.5560599166667	19.9358576
2010315B03Rik	0.353115566666667	0.328639516666667
2010320M18Rik	6.3759582	9.13346046666667
2200002D01Rik	2.47762896666667	1.85162926666667
2210011C24Rik	2.03808	0.848655183333333
2210013O21Rik	13.2813310666667	9.09645526666667
2210016F16Rik	6.83483981666667	4.79084418333333
2210016L21Rik	15.31539595	17.4251291333333
2210406O10Rik	0.0569858333333333	0.0828002833333333
2210408F21Rik	0	0
2210408I21Rik	2.94556648333333	2.23730098333333
2210409E12Rik	5.52929013333333	1.21561061666667
2210418O10Rik	5.07831188333333	5.27945791666667
2300009A05Rik	0.242157416666667	0.4262887
2310009A05Rik	5.03748226666667	8.91826695
2310009B15Rik	1.56167938333333	1.15640901666667
2310010J17Rik	2.58063486666667	3.03356341666667
2310011J03Rik	8.53968468333333	10.3294593666667
2310015A10Rik	0.755795233333333	0.920498183333333
2310022A10Rik	8.4242726	10.6773099166667
2310022B05Rik	8.87608698333333	8.78806251666667
2310030G06Rik	2.31217398333333	3.93893233333333
2310033P09Rik	8.03922418333333	7.25699278333333
2310034G01Rik	0.110424733333333	0.1231845
2310035C23Rik	14.9802305666667	13.9639867
2310036O22Rik	62.2776711333333	59.9637709166667
2310039H08Rik	2.4850708	3.87955801666667
2310039L15Rik	0.578797383333333	0.182659816666667
2310040G24Rik	2.1298754	2.60729695
2310045n01rik-mef2b	0.0308183166666667	0.656975383333333
2310057M21Rik	7.78003306666667	5.4692923
2310061I04Rik	10.4176942666667	14.3956207333333
2310068J16Rik	0.1541123	0.532088266666667
2400006E01Rik	6.28660395	7.94633735
2410002F23Rik	31.7499386	44.3426395
2410003L11Rik	31.4068934166667	19.6974986
2410004B18Rik	16.60294365	15.1440556333333
2410004I01Rik	0.2702133	0.448228716666667
2410006H16Rik	75.4094126	98.7110181833333
2410015M20Rik	35.0346885166667	34.7115999333333
2410021H03Rik	1.2912573	4.0324349
2410089E03Rik	9.69649653333333	11.4584708333333
2410124H12Rik	0.557645433333333	0.59369905
2410131K14Rik	6.47344753333333	6.4724744
2410137M14Rik	4.4616832	3.42628423333333
2410141K09Rik	50.82935485	23.43788815
2500002B13Rik	28.6908339166667	37.9568446666667
2500004C02Rik	0.7889391	1.07248765
2510002D24Rik	4.37954026666667	4.43317033333333
2510003B16Rik	1.20451988333333	1.54111611666667
2510009E07Rik	0.00745505	0.0186533833333333
2510039O18Rik	12.4199762833333	14.5682083333333
2610001J05Rik	6.84826015	6.3956535
2610002M06Rik	1.61562911666667	1.33794086666667
2610005L07Rik	22.3561313333333	20.7256789166667
2610008E11Rik	5.51199	6.01733558333333
2610020C07Rik	4.06963471666667	3.69280763333333
2610020H08Rik	3.45101508333333	3.95535671666667
2610027K06Rik	0.163941916666667	0.294507966666667
2610035D17Rik	0.0989802166666667	0.1753555
2610035F20Rik	0.263881133333333	0.278098183333333
2610037D02Rik	1.07038946666667	1.56617431666667
2610042L04Rik	1.61180608333333	3.24612793333333
2610044O15Rik8	8.9585036	7.78586088333333
2610301B20Rik	6.92241618333333	6.3978338
2610306M01Rik	0.889981733333333	1.01079638333333
2610307P16Rik	2.58056418333333	4.85398888333333
2610318N02Rik	14.9648266833333	13.0325274666667
2610507B11Rik	84.2193013166667	44.8177956333333
2610524H06Rik	15.1118033166667	13.45719405
2610528J11Rik	3.39453953333333	6.5695491
2700038G22Rik	13.20623885	13.8835741
2700046A07Rik	0.00824565	0.01701155
2700046G09Rik	0.413528783333333	0.278150483333333
2700049A03Rik	18.5895943666667	21.1117103
2700060E02Rik	108.653266666667	90.6800148833333
2700062C07Rik	17.8185658666667	16.14447235
2700081O15Rik	3.99745646666667	3.58462638333333
2700097O09Rik	24.30682575	22.41343775
2700099C18Rik	15.3821527666667	14.0611708
2810001G20Rik	2.979694	3.64480786666667
2810002D19Rik	3.43430068333333	4.25194115
2810004N23Rik	79.8883812333333	84.2068570833333
2810006K23Rik	8.45997306666667	7.704516
2810013P06Rik	6.09062235	7.41866933333333
2810021J22Rik	3.65175565	2.96039101666667
2810025M15Rik	45.5651705833333	50.3340847166667
2810403A07Rik	31.9279615166667	37.51812925
2810408A11Rik	3.94489396666667	4.78195606666667
2810408I11Rik	9.18743563333333	11.2637741333333
2810410L24Rik	0.0635258833333333	1.30174268333333
2810428I15Rik	18.6875991166667	28.5884152
2810429I04Rik	2.21387443333333	1.36867863333333
2810454H06Rik	0.299166783333333	0.533183183333333
2810468N07Rik	0.277012616666667	0.2710938
2810474O19Rik	73.4117884	55.2336793
2900009J06Rik	0.517457083333333	0.23902755
2900011O08Rik	8.5930477	12.5831247666667
2900026A02Rik	2.970802	3.12904011666667
2900041M22Rik	2.6032747	0.503655833333333
2900060B14Rik	3.11158646666667	3.4782504
2900076A07Rik	4.21939021666667	3.15057595
2900097C17Rik	22.0680884	28.2528626666667
3000002C10Rik	0.678131483333333	0.979034883333333
3010003L21Rik	3.56215833333333	4.3657047
3110002H16Rik	14.0419275	13.7948844666667
3110009E18Rik	7.11796135	5.12178303333333
3110021A11Rik	0.5866461	0.734695883333333
3110040N11Rik	7.32396836666667	7.62689988333333
3110043O21Rik	6.46812768333333	5.86048631666667
3110056K07Rik	3.4597006	3.23237455
3110062M04Rik	1.02486501666667	1.2749003
3110082I17Rik	11.6875409166667	12.6742049666667
3300002I08Rik	2.64019156666667	2.05390915
3632451O06Rik	5.12191376666667	4.34786218333333
3830406C13Rik	2.46904111666667	1.87293673333333
3830408C21Rik	0.379160483333333	0.543773416666667
3830417A13Rik	0.807124	0.416380233333333
3830432H09Rik	0.221361033333333	0.10322855
4631405J19Rik	0.0568325166666667	0.170040883333333
4632404H12Rik	0.975955516666667	1.47995748333333
4632415L05Rik	1.56320426666667	1.32669721666667
4632427E13Rik	7.57521066666667	8.19454795
4732416N19Rik	0.1315306	0
4732471J01Rik	1.28003296666667	1.8346672
4833412C05Rik	0	0
4833417C18Rik	6.27843446666667	4.98845906666667
4833420G17Rik	14.1977534833333	13.0329381833333
4833422C13Rik	0.01995015	0.00394728333333333
4833439L19Rik	45.8988355166667	47.6273092
4921511C10Rik	0.229873966666667	0.255964866666667
4921524J17Rik	17.3318408	20.0235112833333
4921531C22Rik	0.352647866666667	0.638018233333333
4930402H24Rik	2.38585605	1.5172992
4930404I05Rik	0.915264833333333	1.3160941
4930404N11Rik	0.956664983333333	4.16952748333333
4930405A21Rik	0.493033166666667	0.551415216666667
4930405J17Rik	1.47608993333333	1.54100253333333
4930405O22Rik	0.78505895	0.643172733333333
4930412O13Rik	0.00191293333333333	0.0117152
4930413G21Rik	0.0266322666666667	0.0446249
4930414N06Rik	0.755881233333333	1.68601435
4930415F15Rik	0.0238693333333333	0.0361737
4930427A07Rik	12.6180602333333	16.41801495
4930429B21Rik	1.10262133333333	1.20035328333333
4930430F08Rik	8.09597181666667	7.01692618333333
4930432K21Rik	3.638953	4.01594061666667
4930444G20Rik	0.66016815	1.0767032
4930444M15Rik	2.61457943333333	2.73480796666667
4930447C04Rik	5.7281186	16.0969422833333
4930451G09Rik	0.218928866666667	0.444180966666667
4930452B06Rik	8.05328988333333	6.56083976666667
4930453N24Rik	43.8663991833333	51.94586975
4930455C13Rik	1.45439953333333	1.98931436666667
4930461G14Rik	13.02629545	7.51237518333333
4930465K10Rik	1.1847237	1.12742615
4930469G21Rik	0.785503266666667	1.02166751666667
4930473A02Rik	0.07372905	0.0990097666666667
4930478L05Rik	0.593019033333333	0.54769625
4930480K23Rik	0.707954583333333	0.497635283333333
4930483K19Rik	0.877311266666667	1.15680963333333
4930486L24Rik	0.39173525	0.322881216666667
4930487H11Rik	2.02238796666667	2.6321534
4930502E09Rik	0.0551874333333333	0.109998
4930502E18Rik	0.776184933333333	1.32641421666667
4930503L19Rik	14.9452366333333	12.5812853333333
4930507D05Rik	0.838331483333333	1.00863555
4930509E16Rik	0.71782915	0.798455133333333
4930511A08Rik	1.20472765	1.71923133333333
4930512B01Rik	0.327840316666667	0.490254733333333
4930513N10Rik	2.07270721666667	2.26337608333333
4930515G01Rik	0.462496066666667	0.671415266666667
4930519F16Rik	2.2446967	1.72622596666667
4930520O04Rik	0.583637766666667	0.25450865
4930521E06Rik	0.01207025	0.0457432666666667
4930524B15Rik	1.10819536666667	2.8429972
4930526I15Rik	0.615908	1.34166866666667
4930526L06Rik	5.20422335	7.49855533333333
4930528A17Rik	0.4370608	0.586330883333333
4930539E08Rik	1.7517198	1.38111273333333
4930539J05Rik	0.395342183333333	1.46546553333333
4930544G11Rik	0.00094475	0
4930548H24Rik	7.63878183333333	10.0956542166667
4930549C15Rik	0.1153931	0.169386666666667
4930549G23Rik	3.52045181666667	2.92179671666667
4930550C14Rik	0.50288385	0.513875666666667
4930556M19Rik	0.456317516666667	0.2911818
4930556N13Rik	1.38971048333333	1.43318136666667
4930557K07Rik	1.17521031666667	1.22327738333333
4930558J18Rik	2.0360886	2.46439078333333
4930563E22Rik	0.674862716666667	0.927615983333333
4930563F08Rik	0.53466885	0.928664116666667
4930563M21Rik	0	0.0126857666666667
4930564C03Rik	0.196651566666667	0.241441216666667
4930565N06Rik	0.914405516666667	1.2379251
4930577N17Rik	0.0966117166666667	0.0803701
4930579G18Rik	4.39159728333333	4.52571846666667
4930579G24Rik	5.14798223333333	4.87872135
4930579J19Rik	0	0
4930581F22Rik	0.558181616666667	0.573148533333333
4930591A17Rik	0.716463616666667	1.17856491666667
4930592I03Rik	0.956617066666667	1.27731406666667
4930594C11Rik	0.655704116666667	0.5923975
4930596I21Rik	0.73708345	0.633093
4931403E22Rik	0	0
4931403G20Rik	1.2568841	0.625464483333333
4931406C07Rik	3.72082085	5.80624433333333
4931406H21Rik	0.166689366666667	0.12236365
4931406P16Rik	17.4882853333333	15.7871058833333
4931414P19Rik	4.10426345	4.83948661666667
4931428F04Rik	1.77194758333333	2.09963098333333
4931440P22Rik	0.00271788333333333	0.051448
4932413F04Rik	0.0722357	0.149211983333333
4932416H05Rik	0.436667133333333	0.918144883333333
4932438A13Rik	13.1546928333333	11.6115065333333
4932441J04Rik	0	0
4933400F21Rik	1.10035123333333	1.2074055
4933401H06Rik	0.0139388833333333	0
4933402D24Rik	0.224303083333333	0.18245475
4933402E13Rik	1.87306178333333	3.54222945
4933403O08Rik	0	0
4933404O12Rik	10.8943306333333	10.57366045
4933405L10Rik	0.00269523333333333	0.00644471666666667
4933406J10Rik	0.477205883333333	0.563945666666667
4933407K13Rik	3.47905671666667	3.98286311666667
4933408B17Rik	0.0258053833333333	0.02145005
4933412E12Rik	1.11456498333333	2.02850173333333
4933413G19Rik	0	0
4933413J09Rik	0.26471265	0.162949916666667
4933416M07Rik	0.9869466	0.6096912
4933417D19Rik	0.05910645	0.4789842
4933417G07Rik	0.0884563166666667	0.0814848166666667
4933421O10Rik	0.085894	0.08008175
4933427D06Rik	1.1286621	1.83243911666667
4933427D14Rik	6.64234531666667	5.40818653333333
4933428G20Rik	0.5853443	0.46693825
4933430I17Rik	0.483376316666667	0.8075214
4933431G14Rik	0.147854916666667	0.2413628
4933433G15Rik	0.460992283333333	1.09348543333333
4933433G19Rik	1.0130209	0.769942033333333
4933434E20Rik	18.5185976166667	20.99038415
4933438K21Rik	2.59186005	1.3678882
4933439C10Rik	1.40670008333333	1.64187165
5031425E22Rik	3.6593029	4.67066796666667
5031439G07Rik	5.29610966666667	7.49427298333333
5033406O09Rik	0.188639183333333	0.0595564166666667
5033428I22Rik	0	0.0063999
5430405H02Rik	0.696264316666667	0.930763466666667
5430416N02Rik	17.7588780333333	22.7131212166667
5430428K19Rik	0.0530086166666667	0.118361583333333
5530601H04Rik	2.20188951666667	2.29458778333333
5730405O15Rik	1.5618773	1.84686301666667
5730408K05Rik	29.7737412166667	75.694461
5730409E04Rik	0.57232825	0.406237466666667
5730416F02Rik	0.00501848333333333	0
5730420D15Rik	0.2683399	0.0764709833333333
5730455P16Rik	5.92639991666667	4.55997195
5730460C07Rik	0	0
5730480H06Rik	1.32084701666667	1.30547233333333
5730507C01Rik	1.61562911666667	1.27245383333333
5730508B09Rik	0.5150908	0.195693816666667
5730559C18Rik	3.60887543333333	5.17510165
5830417I10Rik	17.6524397166667	20.0799866833333
5830418P13Rik	0.2953612	0.1468137
5830432E09Rik	0.00295966666666667	0.00389926666666667
5830454E08Rik	0.333721366666667	0.497767
5930412G12Rik	0.0334182666666667	0.308806633333333
6030419C18Rik	0.340986283333333	0.69552575
6030443J06Rik	1.02919603333333	1.14468633333333
6030458C11Rik	22.7308088833333	24.6671515
6030468B19Rik	0	0
6030498E09Rik	0	0
6230400D17Rik	1.15351828333333	1.53571745
6330403K07Rik	0.868494616666667	0.576663516666667
6330407A03Rik	0.000477133333333333	0.00503746666666667
6330408A02Rik	0.584439983333333	0.491285866666667
6330409D20Rik	0.0321413	0.08969005
6330415G19Rik	1.12202408333333	1.62827418333333
6330418K02Rik	0.619436983333333	0.3372193
6330549D23Rik	0.580858816666667	0.61532505
6430548M08Rik	0.0109515333333333	0.0544768666666667
6430550D23Rik	0.180524366666667	0.24003845
6430562O15Rik	0.80123955	1.03674173333333
6430573F11Rik	0.397848716666667	0.307545066666667
6430706D22Rik	5.86937811666667	4.27256636666667
6720489N17Rik	4.56105816666667	3.26336061666667
6820408C15Rik	0.0168451	0.0230946333333333
6820431F20Rik	24.8207801666667	22.5259471333333
8030462N17Rik	26.7455081	30.3816315166667
8430426J06Rik	0	0
8430429K09Rik	1.74261291666667	1.197038
8430431K14Rik	0.00389926666666667	0.00686269166666667
9030025P20Rik	13.48145595	16.8319817333333
9030617O03Rik	0.888571416666667	0.257884166666667
9030624G23Rik	1.99304706666667	1.74817941666667
9030624J02Rik	20.7314125333333	19.6890640333333
9130008F23Rik	0.4692744	0.243635866666667
9130011E15Rik	12.5253431166667	12.34513705
9130019O22Rik	2.05510433333333	1.99418203333333
9130023H24Rik	1.015251	0.853796566666667
9130024F11Rik	0.00498855	0.0448729333333333
9130221H12Rik	5.9184793	7.64385098333333
9130401M01Rik	42.9113452833333	56.9421510166667
9230102O04Rik	0	0
9230105E05Rik	0.112819433333333	0.313537816666667
9230110C19Rik	3.49790296666667	2.63116445
9230114K14Rik	3.6493513	4.4182611
9230116N13Rik	0.23352435	0.360010133333333
9330020H09Rik	0.678548283333333	1.12951358333333
9330102E08Rik	0.2605894	1.74225203333333
9330133O14Rik	0.64540915	0.99114535
9330151L19Rik	1.05050673333333	1.05183633333333
9330159F19Rik	1.23412205	0.194847383333333
9330159M07Rik	0.938241983333333	0.40054475
9330182L06Rik	0.237691233333333	0.156829266666667
9430015G10Rik	20.8989008166667	21.3754371666667
9430018G01Rik	0.338589933333333	0.6088
9430020K01Rik	2.3580413	1.81042841666667
9430038I01Rik	4.73602416666667	7.34281291666667
9430069I07Rik	2.64438113333333	2.21783398333333
9430091E24Rik	1.86498616666667	1.72397021666667
9530027J09Rik	5.17681478333333	5.71105973333333
9530053A07Rik	0.422371933333333	1.33903301666667
9530068E07Rik	13.4093422	12.7703159
9530077C05Rik	1.68192401666667	3.94537603333333
9530082P21Rik	4.69135256666667	4.31272276666667
9530091C08Rik	0.198567583333333	0.34095405
9630013A20Rik	0.00232138333333333	0.00445303333333333
9630013K17Rik	0.849086466666667	1.44201586666667
9930012K11Rik	2.59805878333333	2.0619521
9930014A18Rik	0.1391989	0.04324225
9930021J03Rik	10.7427482	12.1101392166667
9930104L06Rik	6.02217251666667	5.20521785
A130010J15Rik	4.09089403333333	4.59047931666667
A230050P20Rik	7.7447276	9.11602688333333
A230056P14Rik	0.119973916666667	0.150718
A230072C01Rik	1.26230513333333	2.222839
A230077H06Rik	0	0
A230103J11Rik	4.74308171666667	5.85083298333333
A2m	2.0548873	1.67007548333333
A330009N23Rik	0.233770916666667	0.72582405
A330023F24Rik	0.202411433333333	0.197241883333333
A330035P11Rik	0.450632566666667	0.412552
A330069E16Rik	0.793220483333333	1.08283746666667
A330074K22Rik	0.00645468333333333	0.0282831166666667
A3galt2	0	0.00148443333333333
A430005L14Rik	30.3305583166667	38.8216423
A430033K04Rik	2.34066925	1.5977026
A430046D13Rik	0.42832205	0.719117
A430057M04Rik	0.369352266666667	0.38834025
A430090L17Rik	0.395455933333333	0.697013883333333
A4galt	8.37182323333333	12.8131287333333
A530016L24Rik	0	0
A630012P03Rik	0.250040533333333	0.842741266666667
A630066F11Rik	0.2730367	0.364459533333333
A630072M18Rik	1.69543203333333	2.85341226666667
A630089N07Rik	7.563418	2.75101825
A730017L22Rik	0.12327545	0.123994233333333
A730036I17Rik	0.348784683333333	0.343869583333333
A830010M20Rik	1.3429579	1.06204763333333
A830018L16Rik	0.61533815	1.02496838333333
A830080D01Rik	24.847104	31.4289805833333
A830082N09Rik	0.380189866666667	0.480234933333333
A930001C03Rik	0.21499345	0.4029554
A930004D18Rik	0.467812566666667	0.29231795
A930005H10Rik	3.12545453333333	2.73591905
A930006K02Rik	0.221960533333333	0.227136933333333
A930009A15Rik	0	0
A930012L18Rik	0.19307765	0.334218033333333
A930013F10Rik	3.85233943333333	5.38006878333333
A930015D03Rik	1.02028663333333	0.717599233333333
A930019D19Rik	0.510747883333333	0.6179892
A930024E05Rik	4.04904858333333	2.73138171666667
A930041C12Rik	0.709377616666667	0.44745565
AA413626	1.26412418333333	0.996642766666667
AA414768	0.488837666666667	0.181038966666667
AA465934	27.6362376833333	24.9080496333333
AA467197	0.383770933333333	0.537325066666667
AA543401	0.350473083333333	0.368178383333333
AA986860	0.15151785	0.0799186166666667
AF067061	1.4355185	0.35392145
AF357355	6.99249455	5.95439033333333
AF357359	31.9672274333333	27.7304593333333
AF357399	10.1661376333333	13.3933382166667
AF357425	8.348692	7.67090443333333
AF357426	8.2858212	5.0295148
AI314180	12.8017650333333	12.0428966833333
AI413582	7.39099678333333	11.6592055166667
AI429214	0.432832766666667	0.367327516666667
AI450353	5.03038473333333	5.09145511666667
AI464131	1.199958	2.91538921666667
AI467606	5.24298046666667	4.28998735
AI504432	0.0918813833333333	0.116827816666667
AI506816	11.1819098	9.97974736666667
AI597479	13.4271136333333	14.2195074666667
AI661453	1.66383305	3.27396505
AI662270	3.02355858333333	2.13890226666667
AI837181	7.97893015	10.7772123666667
AI839979	0.0868504333333333	0.0955503666666667
AI846148	16.4772068833333	18.1626945333333
AI987944	6.22888446666667	4.36113061666667
AU015836	12.9019210166667	21.3046645666667
AU018091	43.5013539	44.8603463
AU019823	13.3273194166667	11.52659895
AU022252	10.0759969166667	15.5678491166667
AU040320	1.88769038333333	2.73580823333333
AU040972	1.0988028	1.43885068333333
AU041133	6.30579295	6.17091621666667
AV039307	0.0677057333333333	0.218154583333333
AV051173	2.28204471666667	3.13037905
AW011738	0.0126342333333333	0.004764
AW146154	3.59884485	3.36500548333333
AW209491	11.4466201333333	11.2598447166667
AW549542	0.00620591666666667	0.00478986666666667
AW549877	13.5934386166667	14.9108975333333
AW551984	1.42969556666667	0.823096783333333
AW554918	2.80507003333333	3.15777131666667
AY074887	2.8041921	2.31261875
Aaas	45.0807916833333	45.7916856833333
Aacs	6.8856706	4.05817635
Aaed1	7.65587258333333	11.4205084
Aagab	20.1605982166667	16.98493185
Aak1	2.81386573333333	2.93984865
Aamdc	4.2984004	4.47009693333333
Aamp	62.5711641	57.0861121
Aar2	14.1186384833333	12.9488916333333
Aard	6.54850835	1.06803211666667
Aars	115.298829916667	155.196390183333
Aars2	12.36122355	14.2026718333333
Aarsd1	41.15134755	43.6547225333333
Aasdh	6.64228166666667	8.00587575
Aasdhppt	19.3128085666667	25.47370255
Aass	7.82160716666667	2.35621248333333
Aatf	51.5250595666667	44.7892265
Aatk	0.04154185	0.198672433333333
Abat	1.03571716666667	0.792032083333333
Abca1	5.95543341666667	10.27191905
Abca2	2.66859418333333	4.7537622
Abca3	1.49373811666667	1.48331436666667
