gene,Sp1hyp_ES_fpkm,Sp1hyp_Flk_fpkm,Sp1hyp_HE1_fpkm,Sp1hyp_HE2_fpkm,Sp1hyp_prog_fpkm
Evi5,10.98302222,14.02964722,29.03173557,18.26029122,5.734392333
Evi5l,3.0725217,6.301703733,9.931876417,10.42621303,7.854724833
Evl,7.817140717,14.93474125,10.5502328,8.039712767,7.972197883
Evpl,0.489642817,0.06530755,0.218245667,0.199260567,0.173252583
Evx1,0.029409983,24.53276037,0.332913367,0.039928783,0.007057617
Evx1os,0.041164367,19.35349752,0.410425733,0.035957483,0.007057617
Ewsr1,159.534526,182.6428584,152.0531058,194.3696308,186.075401
Exd1,0.40183605,1.294391167,0.232928183,0.25032845,0.559366833
Exd2,14.43555433,11.78338555,7.987982783,10.47512583,11.06074313
Exo1,22.5935132,20.78724477,11.51736243,18.29021523,22.09359025
Exo5,6.405966433,7.492020367,5.451039517,4.978336017,6.3444306
Exoc1,20.6333835,14.56099582,19.6727659,20.92182462,20.62983537
Exoc2,11.72506428,10.74334687,19.77808707,19.45432963,19.8331457
Exoc3,13.3268545,13.70941493,12.2725534,14.7586499,18.94779375
Exoc3l,4.554907183,36.57085405,22.15099582,21.52730453,7.487312533
Exoc3l4,0.028822267,0.524356317,11.0887784,5.385712517,1.302728933
Exoc4,48.30215807,41.18108848,85.61752305,68.50608397,61.80690418
Exoc5,16.02170573,17.32257395,25.0236166,20.94889655,19.1519428
Exoc6,10.17248572,12.74132748,30.42638793,40.45975128,57.79331788
Exoc6b,8.899048733,14.4802587,16.99832952,14.43808297,9.962363533
Exoc7,5.51888615,10.31407982,13.85629058,14.66433918,15.46663805
Exoc8,6.514145517,8.29956205,10.45979478,9.589495183,10.80065318
Exog,6.134222167,5.186684483,3.1966395,3.702861883,4.64064895
Exosc1,20.03211468,15.48677582,10.70677267,15.46592147,20.58025743
Exosc10,35.93000102,38.36983127,41.57550453,47.28475585,47.80854168
Exosc2,47.24535727,37.12018023,27.0188032,38.01223397,43.2795898
Exosc3,23.35605863,25.1339199,15.0203741,21.20367758,29.59111482
Exosc4,16.47095615,11.30332333,8.753037167,11.71244027,11.37221668
Exosc5,47.041744,26.5444934,10.27830387,23.52460375,32.1123407
Exosc6,24.03960558,21.57387663,23.65688702,27.57040165,25.87932015
Exosc7,46.3911006,58.80537653,28.36133327,40.42876165,45.5100591
Exosc8,33.13726732,48.65184158,31.97637413,42.84565078,48.64510683
Exosc9,24.44598232,27.41510225,20.89548183,23.0734115,28.6524828
Ext1,18.76454948,30.60951457,31.9820223,13.4884429,5.876090983
Ext2,9.709126517,14.15235978,27.64996275,24.9106109,19.73692072
Extl1,1.327494233,0.677440367,0.4410314,0.199303567,0.227400942
Extl2,2.315044633,8.35147435,5.5459676,5.4780249,6.244477583
Extl3,11.97590477,17.00140953,10.42335308,15.80612972,10.51351418
Eya1,3.092131433,3.900237183,1.73118705,2.40197335,3.367936133
Eya3,18.86244743,16.80839822,17.04660032,16.90387328,19.45448143
Ezh1,10.15532418,15.323878,21.32221965,9.901655083,5.962942817
Ezh2,34.60956337,41.04585973,27.48743327,33.1622316,35.30227217
Ezr,54.56503412,13.55694207,12.85744742,5.9214427,8.303732067
F10,0.0018899,0.490615083,7.12312315,6.24172115,19.9329182
F11r,24.42505955,17.4933896,67.06957338,45.49171987,33.676633
F13a1,0,0,0.65172135,5.07501515,9.782655833
F2,0.769470417,0.069766083,0.283527967,0.551044567,0.499528883
F2r,19.2432084,94.48633033,413.5714089,360.0332326,230.8741337
F2rl1,13.34286492,4.652756733,0.2184176,0.119392417,0.007057617
F2rl2,0.114573867,0.913079417,1.560055017,4.299731267,9.7214489
F2rl3,0.014975383,1.0041184,10.24328712,14.10663258,11.14506367
F3,1.475730567,0.882881367,2.803732067,1.42656065,0.941270942
F420014N23Rik,0.12092575,0.78927995,1.0921935,1.028242083,0.922866783
F5,0.089579883,0.7536423,1.333000917,1.9511043,4.0142653
F630028O10Rik,0,0.005018483,0.001723592,1.353648283,7.8174876
F630111L10Rik,0.15941695,0.618994483,0.582437633,3.086488883,5.56453875
F730043M19Rik,1.9076962,0.285403433,0.144083533,0.029483517,0.103551942
F8,0.509330583,1.553076417,13.4448639,4.768955867,1.635333133
F8a,0.226148583,0.5378217,0.665708983,1.185794767,1.268126467
Faah,0.370197333,0.003521767,0.043533658,0.059020083,1.136438167
Faap100,7.913999733,7.902959967,7.729841733,9.205206433,8.399016
Faap20,11.14005758,15.47677422,10.39288715,9.972094367,10.08774417
Faap24,10.1929859,2.891514233,3.326160067,5.928573767,9.8561447
Fabp3,132.2581736,2.585082483,1.475663933,1.440769133,1.985705567
Fabp5,29.07088463,64.34284643,35.38908547,22.19336347,34.52040018
Fabp7,0.228560067,1.92110435,0.001723592,0.00155065,0.007057617
Fadd,1.236944433,1.913686967,3.638004867,3.912555267,4.45484135
Fads1,19.47746992,29.344391,35.03800013,48.71651098,42.92542553
Fads2,22.99965543,27.46901798,48.13345953,76.59337197,64.395529
Fads3,0.782764533,1.258421283,4.486946,4.233372717,5.18054475
Fads6,0.8328171,0.138965733,0.055043417,0.00155065,0.120093475
Faf1,46.63687253,36.1664806,30.62263328,31.37584672,33.93508187
Faf2,17.64071937,22.18772243,16.38953338,14.22396875,12.50363062
Fah,4.737747783,0.945095033,0.10182865,0.063744433,0.350357217
Fahd1,5.168170733,6.46170455,3.4714164,4.445394167,9.597417333
Fahd2a,5.1197192,7.354357767,4.004767,5.92891275,9.6295863
Faim,14.94449062,14.64457558,13.69821073,18.97667263,18.14755903
Fam102a,4.40927865,2.441908733,1.906109667,0.890343383,0.7211816
Fam102b,1.344006067,3.846791667,15.1037304,16.30955752,13.96049937
Fam103a1,13.4449551,11.87982348,10.75892373,11.39283967,13.38252113
Fam104a,11.64766313,12.46726052,12.2606188,12.81768037,14.56545645
Fam105a,0.230383117,0.693814717,0.409834,0.946103267,2.915884333
Fam107a,0.008096417,0.039674683,1.309004533,0.25672865,0.007057617
Fam107b,3.873756467,11.47318412,22.68080293,12.24492888,7.5457703
Fam109a,5.72420515,7.265610983,6.047021117,6.3706585,4.540238167
Fam109b,0.406580067,1.5710783,0.595325483,3.626708433,14.38291087
Fam110a,1.58552455,2.146608083,2.631687017,2.733118717,2.165613383
Fam110b,6.007666,1.354055467,1.104832833,1.01610865,0.693933833
Fam110c,0.129239783,1.822867817,0.57746275,2.151512183,6.148595617
Fam111a,12.64842485,8.94764605,15.89436248,23.86918973,35.08354123
Fam114a1,0.56594105,1.354630083,13.25917152,2.94336555,0.437287617
Fam114a2,22.62892325,27.50502318,22.5736171,20.18561278,21.26469935
Fam117a,10.07832963,7.275619417,2.425699367,4.412074633,12.74089568
Fam117b,11.10162667,14.10387832,8.5503168,10.13943188,10.82369198
Fam118a,15.71157877,12.8752806,15.95740035,12.2492225,11.30303928
Fam118b,15.44338195,10.1790191,11.75896542,11.29794247,11.95414015
Fam120a,36.25008833,39.8518564,67.58499413,61.81516442,57.6733937
Fam120aos,1.673127333,1.299707083,1.881598167,2.418214183,3.150193133
Fam120b,2.095180783,2.5557278,5.072267017,3.77943095,3.863912217
Fam120c,0.507231467,1.1226118,1.78306845,2.652177783,3.1076317
Fam122a,1.85742915,3.21283855,3.4156717,4.206710367,6.4984296
Fam122b,6.043671283,7.9174622,7.51672095,6.427716567,4.523720583
Fam124a,0.091049433,0.086609033,0.5686019,0.230639517,0.007057617
Fam126a,5.01582475,14.70646758,18.53115305,16.32021903,20.68869082
Fam126b,4.584654517,3.778197617,2.721104133,3.585513033,5.284250167
Fam129a,1.521488883,0.033974133,0.089338233,0.00155065,0.007057617
Fam129b,25.10442413,12.77651468,60.43811955,26.696342,7.7256224
Fam129c,1.207523733,3.101357583,2.36823495,2.99692745,2.892933933
Fam131a,0.7788004,0.869536433,0.963319133,0.60124625,0.5690419
Fam131b,0.715192483,0.924803833,0.539590717,0.597829783,0.429677233
Fam131c,2.1341065,0,0.001723592,0.00155065,0.007057617
Fam132a,2.189586417,4.181160617,1.284442317,1.600795433,2.936067017
Fam133b,17.20983537,21.16365122,16.10061172,21.97916897,25.34464545
Fam134a,6.046612967,14.93464308,13.89068207,14.71403532,15.2673831
Fam134b,1.809353767,0.507478433,0.353406567,0.136537833,0.535421833
Fam134c,14.1203841,11.42541012,10.0378789,10.22311398,9.9727935
Fam135a,7.418031967,17.87273567,10.75997238,8.520572533,5.626887033
Fam136a,63.33934765,55.74313333,28.95042208,44.09780838,47.9159686
Fam13a,0.026331933,0.25722325,0.24811845,0.414143067,0.36230885
Fam13b,13.31090572,14.68668217,19.8590117,18.87583787,18.03824285
Fam13c,2.56165355,0.425015633,2.540115617,0.601614017,0.007057617
Fam149a,0.04801325,1.597730133,2.723522583,0.990222,0.128680975
Fam149b,7.780039567,16.472597,16.59292223,16.85888358,16.52789522
Fam151b,0.3031933,0.450036317,0.489088867,0.949781717,1.39779255
Fam159a,0.76133015,0.85032435,0.080471367,0.00155065,0.007057617
Fam160a1,0.464604267,0.624987433,1.397074583,1.442124467,3.22250785
Fam160a2,8.55720305,7.989742133,6.014267183,5.672813567,4.90225215
Fam160b1,9.9966144,8.574685733,11.87880448,10.28491213,7.785266767
Fam160b2,4.008314017,3.7373644,3.7852818,4.013731867,5.024616033
Fam161a,0.431188217,0.687285483,0.350819167,0.308866367,0.107508192
Fam161b,1.460338733,1.47801465,1.053458867,1.279812483,1.458096017
Fam162a,45.25151362,105.3278239,34.43493897,40.06422622,52.21522642
Fam163a,0.14348235,0.617402883,7.614973033,2.600563183,0.319498383
Fam166a,0.810894367,0.971223383,0.866804217,1.03158535,1.912745033
Fam167a,2.128096433,0.226631117,0.131451233,0.090898267,0.210667117
Fam167b,0,0,0.751436267,0.28052235,0.094930308
Fam168a,10.43019243,11.77282603,12.4667993,10.97604315,9.634806183
Fam168b,26.00308485,48.5577881,38.9951153,38.73522517,31.37239685
Fam169a,82.61490915,23.59088968,5.7287925,9.483744433,18.24477407
Fam169b,6.26120775,0.0178369,0.045204383,0.037942317,0.778582267
Fam171a1,3.57039995,11.23802767,12.92281127,11.09214715,6.273429833
Fam171a2,1.426859967,5.685942083,16.1398457,10.91766523,3.675505283
Fam171b,1.58629585,2.092256467,0.63756885,0.651379267,0.244296433
Fam172a,4.625771467,6.072804433,7.44618205,9.1574596,10.74124148
Fam173a,8.225830233,16.74329673,13.31335118,12.8988806,12.25217227
Fam173b,3.326906167,4.1702199,3.04653115,3.697141783,4.412762383
Fam174a,0.765983567,2.13033435,3.5524124,3.643828433,3.851298667
Fam174b,0.85391135,0.270887367,1.847263517,1.268292767,0.7920258
Fam175a,9.397760933,8.8002473,5.713737933,9.035476617,10.75481648
Fam175b,11.68994173,15.72463545,16.20713875,17.30501962,18.26917692
Fam177a,1.934592917,1.967499067,1.2991612,1.3472121,1.398347883
Fam178a,33.23107658,42.3029271,39.10686837,35.08359628,34.7171637
Fam178b,7.346847383,0.04292625,0.001723592,0.00155065,0.007057617
Fam179b,18.6775018,16.45108273,16.66549873,18.78491433,19.20866878
Fam181b,0.071027067,0.233385917,0.870649883,0.61963405,0.240227417
Fam183b,4.26167785,0,0.001723592,0.00155065,0.007057617
Fam184a,1.116812583,2.708281133,2.453164067,2.033709883,0.994233067
Fam184b,0.39753915,0.53018545,0.224849467,0.286688317,0.486592133
Fam185a,9.009633517,6.373737867,2.1156738,3.533573083,4.91813955
Fam187b,0.586000983,0.391456583,0.12234115,0.050160617,0.229126317
Fam188a,16.1754306,9.227362433,11.83337023,12.76174352,14.4862957
Fam188b,0.557609667,2.95708545,4.46950315,1.4877715,0.632212483
Fam189a2,0.237312883,0.031024467,1.143137817,0.5005761,0.245671342
Fam189b,0.90114895,1.77144375,1.584304433,0.65829445,0.8361828
Fam192a,29.71860192,32.2870685,32.74107392,35.5492282,38.99631172
Fam193a,13.24555395,19.6664868,20.92438317,20.83377157,20.53771948
Fam193b,15.03367702,19.2501401,9.57887625,9.667539783,8.669197383
Fam195a,3.0355336,2.6490908,3.206468433,6.414263167,9.588492767
Fam195b,14.94892282,25.51946947,32.3519847,26.90680208,26.29262092
Fam196a,1.203112317,1.119729233,1.611487533,1.129080767,0.526373517
Fam198b,2.57315025,1.807216283,14.2198776,12.66737558,6.53364535
Fam199x,2.4789903,14.13667488,7.312985983,6.415348417,5.3375691
Fam19a4,1.1366332,0.038842967,0.001723592,0.00155065,0.007057617
Fam19a5,0.902292583,8.226469433,2.216093,0.8422023,0.52760085
Fam204a,8.791730117,14.43740853,8.631779417,11.8119918,12.5703826
Fam206a,3.597239017,6.58914765,4.03963215,5.4186804,6.2970993
Fam207a,12.92477567,13.74046988,10.22173855,8.252916783,11.5094785
Fam208a,54.83027908,20.464566,12.11835232,14.41379742,15.59226277
Fam208b,28.20407502,47.07517738,23.23826848,29.19639757,28.06887817
Fam209,0,0.369388367,1.2103034,1.186538133,1.941561617
Fam20b,10.03717727,13.77778485,17.49662498,22.32784202,25.57926287
Fam20c,0.13836695,0.211859783,0.449389,0.338464083,0.28252975
Fam210a,7.114697317,12.20600718,8.649457483,12.89599362,15.56848065
Fam210b,1.5210626,3.78300515,1.49254825,3.156343967,7.533571783
Fam212a,1.004576533,15.65763567,35.83329198,73.29628627,71.63272555
Fam212b,0.588635833,1.172307767,6.981582933,4.8978235,3.7463835
Fam213a,6.974316783,5.687724767,9.311082883,7.4675392,7.678532233
Fam213b,8.429773383,4.572939,0.289969017,0.395417933,0.258662108
Fam214a,0.902661867,1.450021517,5.6142243,5.187611317,3.438122967
Fam214b,1.806537967,3.645454883,10.46726113,7.839981633,6.664404967
Fam216a,8.435174917,21.65617347,27.16071262,23.20735617,19.282954
Fam217b,0.3639976,0.725338733,2.47040665,2.206417383,1.8791419
Fam219a,0.755434483,0.814042083,7.5625534,4.108933817,2.503183817
Fam219aos,0.400139183,0.548141517,3.50120095,2.68092585,1.7767924
Fam219b,6.314960867,8.062255183,8.262631617,8.3459731,7.100658
Fam220a,11.86567312,8.733194267,6.880977483,10.44443852,9.963589833
Fam221a,1.877285667,1.018764217,0.460698267,0.3150451,1.44602955
Fam222a,1.453177567,0.302379467,0.52819945,0.740891233,0.4474187
Fam222b,9.028818283,15.07528233,15.5667715,10.61270962,9.464386033
Fam229b,1.069761383,1.50425975,1.208052633,2.279076567,2.225983183
Fam234a,13.9106943,13.1464315,12.82462445,8.119285733,5.688063933
Fam234b,1.505610767,1.299451983,2.510144717,1.316138617,1.499076317
Fam24a,0.038007367,0.574930183,0.213530192,0.62322945,0.599163958
Fam25c,55.98907147,0,0.001723592,0.00155065,0.797040258
Fam26f,0.64291205,0.0921151,0.001723592,0.00155065,0.007057617
Fam32a,28.31571197,28.07378348,33.3902934,39.5656883,44.42985787
Fam35a,9.530906667,7.304455833,7.661169917,10.56624937,10.19546012
Fam3a,1.989433733,3.526786933,5.397426633,6.687682967,4.658817033
Fam3c,34.30793298,15.17501683,33.41892508,23.4124687,16.60266147
Fam43a,5.57016875,4.2723208,22.2969571,8.558090467,1.81621575
Fam45a,9.515307717,9.609852367,9.334513817,7.5965597,10.50187388
Fam46a,0.101087883,0.8377781,0.6284754,1.285429317,1.050686733
Fam46b,2.68320295,0.405219283,1.062819917,0.6500136,0.303320783
Fam46c,1.4661903,0.3118866,0.801223533,0.51348385,6.0348971
Fam49a,2.77616225,4.671491817,2.475304667,1.051062433,1.35284065
Fam49b,21.70100912,22.87500102,14.37226632,16.62315303,20.31853987
Fam50a,20.02866123,23.84136047,18.42403713,20.42828445,22.21556078
Fam53a,16.52560268,15.55702873,18.02845563,19.69953653,17.11267748
Fam53b,1.04688325,3.719596067,6.633433817,6.68097375,3.0457791
Fam53c,9.483935033,7.725883333,8.1003014,9.1321733,8.1567904
Fam57a,2.241188633,7.59386085,10.91134335,3.38699465,1.507577367
Fam57b,1.0413278,0.367755383,0.4011397,0.1186729,0.095294792
Fam58b,5.5029414,2.442682617,0.919582,1.288130717,3.0157576
Fam60a,146.0441121,90.44131472,32.35421872,35.5135965,29.62736027
Fam63a,17.61410843,7.1141365,12.88882748,15.232412,17.5295213
Fam63b,0.682745367,1.7535215,1.77693315,2.275154833,5.0844986
Fam64a,12.9937485,37.9157974,34.56570612,30.36098838,26.43960587
Fam65a,3.076686467,10.08180408,22.61128522,22.43933497,34.93078577
Fam65b,0.065475467,2.291330733,0.394579167,2.43344565,2.096880917
Fam65c,0.008474467,2.11819665,1.85538455,6.5880035,8.01722155
Fam69a,3.409210083,6.2778108,5.97487295,7.935122667,10.8533415
Fam69b,7.542801383,10.25751912,3.814401517,4.762484167,7.038104983
Fam71a,0,0.0748418,0.657722483,0.230248433,0.12832765
Fam71e1,0.194828533,0.758045517,0.254600467,0.412695283,0.5330094
Fam71f1,0,0,1.555278433,0.827164817,0.007057617
Fam72a,6.50708545,4.55632815,5.300977883,7.715461883,7.91909125
Fam76a,15.06760778,11.26937773,12.76159858,12.0932283,11.35169843
Fam76b,14.55439568,13.27149852,10.47544432,11.7371696,11.22653392
Fam78a,1.864661133,2.0576571,11.29875783,12.49726288,17.2297459
Fam78b,0.046513633,0.48802275,0.944279417,0.317793467,0.216497992
Fam81a,3.770165433,0.220542367,0.226430067,0.028607517,0.007057617
Fam83b,0.495993983,0.073987683,0.074602367,0.172996867,0.124227025
Fam83d,12.65575682,13.4411079,16.66296592,15.66228907,12.75945562
Fam83e,0.384780567,1.21351155,0.623328167,0.9805615,1.16920415
Fam83g,0.7779854,0.0508115,0.156706483,0.105590433,0.125085733
Fam83h,4.660691233,3.1042632,2.06702065,1.785802067,2.701388433
Fam84b,0.716542033,3.479145433,2.365108967,3.43642135,3.796715383
Fam89a,0.5128262,0.968682017,1.29757375,0.324735967,0.332129367
Fam89b,6.6974997,14.79408315,15.71568592,13.85601545,11.03536082
Fam8a1,9.181753317,11.4110305,17.2757906,16.23271718,12.26212202
Fam91a1,24.45100948,26.04354953,31.84841785,27.03766598,26.88894848
Fam92a,7.894562417,9.5432931,20.35435943,21.12004937,16.49044237
Fam96a,26.80256692,30.16555513,28.40633063,36.69331752,54.82268402
Fam96b,28.53203093,27.19230175,31.5150294,31.36634983,32.2905964
Fam98a,16.11491357,11.55983473,10.6692888,12.22402825,14.54139915
Fam98b,9.74000805,8.74362195,6.2245705,7.642734283,9.423986367
Fam98c,10.37467097,5.408111083,2.252254583,3.517880383,4.8727578
Fan1,5.1249921,4.446721,2.795103667,3.745325467,4.415664283
Fanca,24.84341267,16.42862713,12.57656528,18.57472398,19.13073923
Fancb,8.290432083,6.937943233,3.894335667,6.003920983,6.98968425
Fancc,10.07212848,8.214236417,8.059464383,9.592152967,9.6327265
Fancd2,24.36633835,21.10189842,9.341545267,15.25815577,20.0797993
Fancd2os,0.413282667,0.301374567,0.233455875,0.320097517,0.44050875
Fance,15.05715653,12.77886047,7.8428588,11.79806225,12.01243915
Fancf,1.544366417,1.6980809,2.33923315,2.528222933,2.239019317
Fancg,7.40813935,5.582397583,3.615306017,5.718110367,5.916465317
Fanci,31.42073127,15.98978325,9.578539017,12.41775188,13.43966683
Fancl,26.22420907,8.127412217,9.71056795,10.4823185,12.07647898
Fancm,20.93774195,13.15144007,10.31486967,13.68116565,16.36116213
Far1,27.30066465,29.914025,29.59817917,23.66560137,20.69212918
Far1os,1.4825022,2.303398433,1.688214233,1.376351867,1.399084083
Far2,1.730065483,2.5259752,2.482416867,3.313422967,3.371834417
Farp1,3.856348783,27.26261765,22.41003963,8.439355717,3.15888715
Farp2,0.409244017,1.181891333,1.647042317,1.364627217,1.649464333
Fars2,7.5741648,6.880611767,8.744604417,10.32226047,15.70280298
Farsa,73.9246507,59.35022783,54.66737345,68.86620272,73.00975818
Farsb,60.63481047,50.52334132,34.57806565,40.05422525,56.1483249
Fas,0.04104355,0.038656,0.9391287,0.49924645,0.193895192
Fasn,87.16812593,84.81343322,96.40560718,93.85190193,61.44625087
Fastk,16.11509263,20.82895288,18.45381313,17.66319482,14.49739182
Fastkd1,12.13387423,10.49051292,4.00421525,7.032887233,8.9186041
Fastkd2,20.38951502,17.55580808,11.51623393,15.32631953,18.02324988
Fastkd3,16.3146666,10.7906968,6.829519233,6.736134317,5.440734767
Fastkd5,17.49245288,10.84125943,7.771816467,8.320590033,11.96910025
Fat1,86.12956002,50.37938088,84.371154,25.751187,12.70290265
Fat2,1.971596967,0.00233595,0.08878245,0.094729317,0.065117742
Fat3,0.10630895,3.955217567,1.168635817,0.348094167,0.60212305
Fat4,0.05105445,2.283618617,25.89331288,6.14141695,0.31889725
Fau,545.7409362,537.6464315,464.6547592,487.5844055,517.2711034
Faxc,0.389274117,1.861432767,0.745069733,0.660183133,0.330076167
Fbf1,4.82364615,9.5438815,10.9576301,15.75741735,11.66005258
Fbl,100.6321158,103.1100865,64.338553,82.38404457,88.60769323
Fblim1,44.56227647,7.349958167,15.10623068,5.519973433,0.702441217
Fbln1,9.49402645,17.38940495,2.6731212,0.8991572,0.078664225
Fbln2,10.52016213,18.18799933,1.86433465,0.615034233,0.24486185
Fbln7,0.049039767,0.49176155,0.001723592,0.00155065,0.007057617
Fbn1,1.280312717,10.01805033,133.6801062,41.3386702,1.584723467
Fbn2,0.68011145,35.71361732,85.5823359,57.44612817,3.965911967
Fbp1,0.0434578,0.169615617,0.494349375,0.966276183,0.67701705
Fbp2,0.7207358,0,0.001723592,0.00155065,0.007057617
Fbrs,6.956443883,7.423463017,13.14458347,14.12542737,12.20741118
Fbrsl1,20.6136998,7.060369267,6.147270417,4.6021381,5.8529884
Fbxl12,2.487744933,7.883067683,7.602361517,7.135960067,6.22698275
Fbxl14,8.408797283,20.15575255,7.678353417,13.30909657,12.11028973
Fbxl15,0.38365235,0.1615617,0.589209583,0.6340917,0.750511783
Fbxl16,1.016430233,1.280953683,0.198344617,0.089558017,0.218749933
Fbxl17,0.617033333,1.663365367,3.150795283,3.26085565,2.60760995
Fbxl18,7.403075817,5.435659867,5.385489,5.374420983,4.8710582
Fbxl19,31.62173153,32.9071739,21.5994358,26.58786477,22.13992903
Fbxl2,3.0147947,3.05301485,2.858068633,1.359035183,2.363831967
Fbxl20,4.79458725,10.87396512,8.587813633,8.1648785,8.942918117
Fbxl22,0.70932545,2.489889533,2.72848395,3.546216283,4.609331017
Fbxl3,12.77093247,14.33905673,12.27732468,14.72724675,14.18535372
Fbxl4,3.280138433,4.667655967,6.138369183,5.114566783,6.1606878
Fbxl5,38.61887547,35.46643005,24.14773942,26.96187187,24.82449412
Fbxl6,16.26199462,16.07658047,10.52730298,14.11311885,13.09895727
Fbxl7,0.0714769,0.897923167,3.869451433,1.74403375,0.281686583
Fbxl8,0.0961521,0.291062733,1.21192825,0.6474611,0.8541949
Fbxo10,1.282297567,3.006871333,11.86482927,3.6478624,1.2652461
Fbxo11,16.55660655,19.55719447,20.13345515,21.84974255,18.45157457
Fbxo15,160.5094438,0.499533267,0.001723592,0.00155065,0.007057617
Fbxo16,0.543594433,1.629898067,0.532896,0.71475125,0.691636283
Fbxo17,3.134434483,1.63348085,1.238068033,0.70032785,0.35504475
Fbxo18,19.22380615,33.94837002,38.47690423,36.31553267,30.96472373
Fbxo2,10.47301857,0.385037133,0.0558231,0.00155065,0.007057617
Fbxo21,16.74062137,16.95579173,14.64269983,12.72767465,11.04383135
Fbxo22,69.54574637,22.00226172,25.00128318,25.91842022,23.07867547
Fbxo24,0.4400787,0.059637767,0.095821608,0.326845967,0.262230175
Fbxo25,11.59890897,13.30366515,14.54354562,14.56456705,11.4460911
Fbxo27,3.712330667,1.67751845,0.252633183,0.317263633,0.4007086
Fbxo28,13.50261682,10.82183552,11.67449637,9.210864383,9.083390517
Fbxo3,7.762437167,25.51136047,27.5009495,31.2188633,29.54396682
Fbxo30,14.1354725,15.40758898,12.69009255,13.12945362,14.61888043
Fbxo31,7.8805371,6.060868867,5.458469267,6.112460733,6.90365095
Fbxo32,0.231703067,0.122410083,0.509045783,1.059073233,2.235617283
Fbxo33,10.77521098,7.46687435,5.176865567,6.2878913,8.3605881
Fbxo34,11.43000693,8.348297283,9.673582933,12.38034343,13.56319592
Fbxo36,2.114399133,2.656144267,1.497365733,1.3908373,3.215044767
Fbxo38,28.11192128,32.25779688,28.29999635,27.86228513,27.49073207
Fbxo4,0.140478183,0.262280817,1.080234933,0.848712783,0.888057667
Fbxo41,0.316266833,0.589647483,0.4334092,0.452873267,0.7830873
Fbxo42,15.24522893,10.73725748,8.679162483,8.750606867,8.680239283
Fbxo44,4.1361912,1.16065875,0.344372583,0.160534583,0.253806
Fbxo45,12.45088652,14.31160905,11.39821133,13.05800958,12.53497403
Fbxo46,5.39175725,4.085263717,5.1520621,4.579641433,4.665749367
Fbxo47,1.22013405,0.926668033,0.408580417,0.637150917,1.0844566
Fbxo48,2.775259483,2.149198517,1.193179517,2.321760433,3.812507767
Fbxo5,68.49030132,57.69027002,25.83241117,37.0197332,44.69585118
Fbxo6,24.90816502,13.85921677,29.06638468,27.68128143,36.17990917
Fbxo7,10.94526922,4.32654255,6.0427757,6.967033083,8.30508905
Fbxo8,8.668217567,6.37240745,6.5007127,7.80678545,10.84810373
Fbxo9,5.915724267,7.685225267,8.407904883,10.20382382,16.43293205
Fbxw11,21.68980453,27.07189017,32.81426503,29.06354125,24.22606792
Fbxw17,5.0085161,1.62090885,2.502698783,1.487970883,1.793243067
Fbxw2,23.6962116,21.93427498,20.13291075,21.80793635,22.2365819
Fbxw4,1.06264685,5.3229778,4.161665383,4.038267483,3.564753267
Fbxw5,6.8057421,11.53481452,13.17145348,14.47754317,14.3373617
Fbxw7,13.48939398,12.4979739,13.18588587,11.94008782,12.80116678
Fbxw8,13.1225725,30.97891235,35.85663105,32.12998495,26.00406167
Fbxw9,15.5957531,9.377788183,22.63446648,16.8942743,10.84886527
Fcer1g,0.033485233,0.0998459,0.076518992,3.0708119,14.13399295
Fcer2a,0.419167683,0.618679433,0.418635,0.79301345,1.201427667
Fcf1,67.38134208,59.1268892,42.82246565,47.70384667,59.68814983
Fcgr2b,0.782595233,0,0.001723592,0.3382483,1.29147215
Fcgr3,0.13072595,0.79343805,0.736448633,3.83490625,7.691327633
Fcgrt,6.966986317,0.062936317,0.001723592,0.105508167,0.007057617
Fcho1,8.127537217,0.958749667,0.159667892,0.196116567,0.727916417
Fcho2,8.40595895,9.793995417,11.04927197,10.2054399,8.963423467
Fchsd1,1.838028683,0.992391933,0.695840383,0.639816233,1.064317
Fchsd2,10.45295558,13.32731942,25.74532953,18.46095773,12.02617395
Fcrls,0,0,0.001723592,0.203117383,1.31965235
Fdft1,34.85404733,28.4562676,49.9741772,43.86342185,36.76862385
Fdps,93.93862208,114.8337517,191.6195397,195.0381866,126.778838
Fdx1,3.170735417,3.3980779,3.392499683,4.2840874,7.66116255
Fdx1l,21.07736508,16.72319663,28.38172087,27.88514837,30.94670563
Fdxacb1,4.82370635,4.524945367,2.21614915,2.471650783,5.9922225
Fdxr,9.01765905,9.214634,5.8191161,8.350749583,10.11328008
Fech,10.82056187,7.388337933,14.12950197,23.0314895,55.07207248
Fem1a,6.25350945,6.075469167,6.495411983,7.181983617,9.434850183
Fem1b,95.26705152,92.4407604,60.76393598,54.5264868,61.72916758
Fem1c,19.58391652,22.01103012,17.03055737,18.64839955,20.01660907
Fen1,49.12696582,46.38343555,36.16074182,49.40985262,62.26429823
Fendrr,0,3.827754417,0.074740275,0.00155065,0.007057617
Fer,15.0420495,13.45443593,27.98100002,52.80785993,66.58323133
Fermt1,1.144122767,0.22940685,0.194698133,0.168491983,0.300881283
Fermt2,35.52502092,51.33457282,67.9490282,23.73750923,6.07362235
Fermt3,0.378401817,1.420874167,10.33486037,31.76676633,78.49974995
Fes,0.164258117,0.899960733,7.29491055,2.98321475,5.582606517
Fetub,1.273472983,0,0.001723592,0.029282533,0.007057617
